BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN;MALE;FEMALE;SWISS;NOTSWISS
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;565;675;632;1087;220
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;110; ;;;
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;522;;;;
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;110;;;;
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;625;848;861;1274;435
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;223; ;;;
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;649;;;;
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;212;;;;
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1025;1703;1741;2131;1313
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;678; ;;;
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1106;;;;
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;635;;;;
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1429;2308;2294;2927;1675
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;879; ;;;
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1498;;;;
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;796;;;;
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;442;537;512;875;174
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;95; ;;;
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;433;;;;
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;79;;;;
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1090;1331;1227;2151;407
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;241; ;;;
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1061;;;;
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;166;;;;
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;496;650;589;964;275
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;154; ;;;
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;468;;;;
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;121;;;;
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1305;1477;1358;2525;310
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;172; ;;;
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1220;;;;
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;138;;;;
4723;Braunau;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;345;383;387;704;66
4723;Braunau;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;38; ;;;
4723;Braunau;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;359;;;;
4723;Braunau;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;28;;;;
4724;Eschlikon;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1867;2182;2118;3696;604
4724;Eschlikon;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;315; ;;;
4724;Eschlikon;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1829;;;;
4724;Eschlikon;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;289;;;;
4726;Fischingen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1231;1354;1336;2467;223
4726;Fischingen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;123; ;;;
4726;Fischingen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1236;;;;
4726;Fischingen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;100;;;;
4741;Lommis;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;527;609;614;1078;145
4741;Lommis;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;82; ;;;
4741;Lommis;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;551;;;;
4741;Lommis;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;63;;;;
4746;Münchwilen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;2120;2781;2757;4341;1197
4746;Münchwilen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;661; ;;;
4746;Münchwilen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;2221;;;;
4746;Münchwilen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;536;;;;
4751;Rickenbach;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;860;1406;1365;1752;1019
4751;Rickenbach;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;546; ;;;
4751;Rickenbach;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;892;;;;
4751;Rickenbach;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;473;;;;
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;402;442;406;776;72
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;40; ;;;
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;374;;;;
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;32;;;;
4761;Sirnach;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;2909;3901;3802;5874;1829
4761;Sirnach;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;992; ;;;
4761;Sirnach;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;2965;;;;
4761;Sirnach;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;837;;;;
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;674;809;783;1337;255
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;135; ;;;
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;663;;;;
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;120;;;;
4781;Wängi;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;2047;2412;2236;3950;698
4781;Wängi;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;365; ;;;
4781;Wängi;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1903;;;;
4781;Wängi;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;333;;;;
4786;Wilen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1101;1285;1211;2183;313
4786;Wilen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;184; ;;;
4786;Wilen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1082;;;;
4786;Wilen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;129;;;;
4791;Wuppenau;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;538;578;549;1059;68
4791;Wuppenau;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;40; ;;;
4791;Wuppenau;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;521;;;;
4791;Wuppenau;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;28;;;;
4801;Berlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;329;451;456;685;222
4801;Berlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;122; ;;;
4801;Berlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;356;;;;
4801;Berlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;100;;;;
4806;Eschenz;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;715;893;861;1435;319
4806;Eschenz;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;178; ;;;
4806;Eschenz;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;720;;;;
4806;Eschenz;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;141;;;;
4811;Herdern;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;465;519;509;930;98
4811;Herdern;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;54; ;;;
4811;Herdern;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;465;;;;
4811;Herdern;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;44;;;;
4816;Homburg;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;689;755;776;1412;119
4816;Homburg;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;66; ;;;
4816;Homburg;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;723;;;;
4816;Homburg;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;53;;;;
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;759;852;857;1538;171
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;93; ;;;
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;779;;;;
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;78;;;;
4826;Mammern;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;240;321;327;485;163
4826;Mammern;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;81; ;;;
4826;Mammern;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;245;;;;
4826;Mammern;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;82;;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1219;1492;1472;2484;480
4831;Müllheim;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;273; ;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1265;;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;207;;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;828;990;1002;1698;294
4841;Pfyn;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;162; ;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;870;;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;132;;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;184;207;187;355;39
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;23; ;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;171;;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;16;;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;450;634;637;921;350
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;184; ;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;471;;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;166;;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1338;1921;1844;2779;986
4864;Steckborn;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;583; ;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1441;;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;403;;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;640;805;842;1329;318
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;165; ;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;689;;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;153;;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;607;681;647;1206;122
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;74; ;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;599;;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;48;;;;
4891;Berg;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1415;1671;1650;2848;473
4891;Berg;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;256; ;;;
4891;Berg;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1433;;;;
4891;Berg;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;217;;;;
4901;Birwinken;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;603;680;670;1204;146
4901;Birwinken;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;77; ;;;
4901;Birwinken;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;601;;;;
4901;Birwinken;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;69;;;;
4911;Bürglen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1317;1926;1849;2687;1088
4911;Bürglen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;609; ;;;
4911;Bürglen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1370;;;;
4911;Bürglen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;479;;;;
4921;Bussnang;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1006;1199;1114;1986;327
4921;Bussnang;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;193; ;;;
4921;Bussnang;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;980;;;;
4921;Bussnang;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;134;;;;
4941;Märstetten;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1212;1414;1394;2423;385
4941;Märstetten;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;202; ;;;
4941;Märstetten;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1211;;;;
4941;Märstetten;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;183;;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;4331;5701;5637;8814;2524
4946;Weinfelden;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;1370; ;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;4483;;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;1154;;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1023;1235;1194;2045;384
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;212; ;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1022;;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;172;;;;
4401;Arbon;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;4681;7103;7153;9744;4512
4401;Arbon;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;2422; ;;;
4401;Arbon;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;5063;;;;
4401;Arbon;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;2090;;;;
4406;Dozwil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;308;365;362;624;103
4406;Dozwil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;57; ;;;
4406;Dozwil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;316;;;;
4406;Dozwil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;46;;;;
4411;Egnach;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;2046;2392;2289;4048;633
4411;Egnach;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;346; ;;;
4411;Egnach;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;2002;;;;
4411;Egnach;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;287;;;;
4416;Hefenhofen;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;542;637;606;1069;174
4416;Hefenhofen;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;95; ;;;
4416;Hefenhofen;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;527;;;;
4416;Hefenhofen;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;79;;;;
4421;Horn;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;1053;1292;1308;2170;430
4421;Horn;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;239; ;;;
4421;Horn;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;1117;;;;
4421;Horn;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;191;;;;
4426;Kesswil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;390;478;514;810;182
4426;Kesswil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;88; ;;;
4426;Kesswil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;420;;;;
4426;Kesswil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;94;;;;
4431;Roggwil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;1336;1522;1528;2701;349
4431;Roggwil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;186; ;;;
4431;Roggwil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;1365;;;;
4431;Roggwil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;163;;;;
4436;Romanshorn;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;3546;5288;5482;7446;3324
4436;Romanshorn;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;1742; ;;;
4436;Romanshorn;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;3900;;;;
4436;Romanshorn;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;1582;;;;
4441;Salmsach;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;511;734;717;1046;405
4441;Salmsach;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;223; ;;;
4441;Salmsach;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;535;;;;
4441;Salmsach;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;182;;;;
4446;Sommeri;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;226;267;282;475;74
4446;Sommeri;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;41; ;;;
4446;Sommeri;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;249;;;;
4446;Sommeri;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;33;;;;
4451;Uttwil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;740;925;930;1507;348
4451;Uttwil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;185; ;;;
4451;Uttwil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;767;;;;
4451;Uttwil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;163;;;;
4461;Amriswil;2011;Bezirk Arbon;2016;1;Männlich;1;Schweiz;4427;6640;6653;9157;4136
4461;Amriswil;2011;Bezirk Arbon;2016;1;Männlich;2;Ausland;2213; ;;;
4461;Amriswil;2011;Bezirk Arbon;2016;2;Weiblich;1;Schweiz;4730;;;;
4461;Amriswil;2011;Bezirk Arbon;2016;2;Weiblich;2;Ausland;1923;;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;2141;3007;2916;4368;1555
4471;Bischofszell;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;866; ;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;2227;;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;689;;;;
4476;Erlen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1326;1858;1778;2666;970
4476;Erlen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;532; ;;;
4476;Erlen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1340;;;;
4476;Erlen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;438;;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;881;977;940;1739;178
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;96; ;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;858;;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;82;;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;284;314;283;542;55
4495;Hohentannen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;30; ;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;258;;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;25;;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1336;1800;1729;2694;835
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;464; ;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1358;;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;371;;;;
4506;Sulgen;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1357;1845;1858;2792;911
4506;Sulgen;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;488; ;;;
4506;Sulgen;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;1435;;;;
4506;Sulgen;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;423;;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;1;Männlich;1;Schweiz;1029;1178;1089;1984;283
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;1;Männlich;2;Ausland;149; ;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;2;Weiblich;1;Schweiz;955;;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2016;2;Weiblich;2;Ausland;134;;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;776;931;880;1523;288
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;155; ;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;747;;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;133;;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1200;1916;1829;2449;1296
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;716; ;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1249;;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;580;;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;710;819;838;1449;208
4546;Schlatt;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;109; ;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;739;;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;99;;;;
4551;Aadorf;2014;Bezirk Münchwilen;2016;1;Männlich;1;Schweiz;3715;4491;4347;7452;1386
4551;Aadorf;2014;Bezirk Münchwilen;2016;1;Männlich;2;Ausland;776; ;;;
4551;Aadorf;2014;Bezirk Münchwilen;2016;2;Weiblich;1;Schweiz;3737;;;;
4551;Aadorf;2014;Bezirk Münchwilen;2016;2;Weiblich;2;Ausland;610;;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1119;1427;1316;2201;542
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;308; ;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1082;;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;234;;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;9135;12237;12821;19203;5855
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;3102; ;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;10068;;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;2753;;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;1779;2124;2087;3581;630
4571;Gachnang;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;345; ;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;1802;;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;285;;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;392;438;399;758;79
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;1;Männlich;2;Ausland;46; ;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;1;Schweiz;366;;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;2;Weiblich;2;Ausland;33;;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2016;1;Männlich;1;Schweiz;998;1355;1320;2012;663
